Starting run
3.62635: brick
3.68985: speck
3.67775: wharf
3.7987: silly
3.66177: dwarf
3.79741: stash
3.6432: donor
3.67689: ought
3.82419: larva
3.76069: opium
3.74341: augur
3.66739: build
3.69071: album
3.65313: vapid
3.7054: afoot
3.78359: razor
3.7689: basal
3.63326: frown
3.82592: axiom
3.74341: eking
3.75119: stout
3.68078: think
3.76803: tenet
3.79309: frill
3.65572: would
3.69849: mangy
3.75464: coach
3.7486: smack
3.76112: swell
3.73261: shack
3.74039: abbot
3.61598: godly
3.64233: robot
3.84708: evade
3.80691: again
3.65184: dogma
3.65486: forum
3.77711: sheep
3.7054: fence
3.79914: where
3.73477: fatal
3.66695: focus
3.71663: petty
3.67343: crump
3.60432: botch
3.79352: mania
3.73996: beget
3.77322: drama
3.70454: musty
3.84104: sense
3.71533: adapt
3.76674: freed
3.74168: teddy
3.67127: cumin
3.92138: annex
3.7905: undue
3.68207: floor
3.66004: colon
3.65486: dowry
3.8743: exert
3.79827: quark
3.65659: wordy
3.70454: budge
3.77235: waltz
3.68898: balmy
3.727: ferry
3.69762: shown
3.65616: mogul
3.72095: ledge
3.77106: idiot
3.72873: stood
3.7149: banal
3.61814: dingo
3.81685: sixty
3.71058: aloof
3.87214: exile
3.66998: rowdy
3.63844: mound
3.79136: flail
3.78661: dodge
3.88164: awake
3.67775: slump
3.79179: enjoy
3.72225: sloop
3.73089: spool
3.84881: ennui
3.84795: quash
3.85184: squad
3.75119: edify
3.62937: moldy
3.75421: canny
3.83067: tibia
3.7676: defer
3.81771: jerky
3.71404: bleed
3.71145: flush
3.78704: ficus
3.73866: patty
3.82246: alibi
3.7473: vinyl
3.68294: fleck
3.74212: banjo
3.74255: truth
3.72441: fudge
3.66004: pinch
3.71231: needy
3.68985: black
3.67646: dimly
3.71015: modem
3.8406: avail
3.73261: bleep
3.76501: conic
3.82117: fritz
3.74428: ditto
3.77192: gloss
3.6635: moron
3.75637: gipsy
3.66307: climb
3.64406: blown
3.71533: shoot
3.73477: sulky
3.64536: bingo
3.63844: bound
3.64406: pouch
3.71749: sooth
3.84622: union
3.70022: might
3.70713: young
3.82981: druid
3.77581: spill
3.7905: ionic
3.75205: swift
3.78834: event
3.7041: elegy
3.91533: error
3.69114: fluid
3.88639: weave
3.76587: swamp
3.71404: blink
3.66091: wrung
3.73132: stunt
3.77235: wheel
3.75896: hatch
3.74168: catch
3.83801: crack
3.66955: champ
3.70065: curvy
3.74816: limit
3.78272: allow
3.64147: frock
3.71058: awful
3.79654: venue
3.76328: junto
3.66479: found
3.86177: staff
3.73521: occur
3.9067: queer
3.61296: dutch
3.70626: boost
3.8095: qualm
3.70972: proxy
3.71361: flack
3.91015: guess
3.77322: swing
3.86134: ozone
3.73175: stoop
3.70194: stuck
3.70065: crumb
3.73909: debug
3.7473: penny
3.67387: wound
3.78575: pupal
3.75464: dally
3.75162: dryly
3.77279: every
3.85745: gassy
3.67041: cough
3.75162: flaky
3.69892: witch
3.80994: ember
3.84449: equip
3.75724: showy
3.87559: vixen
3.8216: award
3.69849: thick
3.87862: chess
3.84492: sappy
3.66436: flown
3.75853: tweed
3.81944: bliss
3.70626: stump
3.71663: fling
3.78877: leggy
3.99222: amaze
3.91879: aging
3.83974: verge
3.7879: rumor
3.72786: smock
3.76156: batty
3.73175: imply
3.82808: parka
3.6743: plunk
3.67516: dough
3.76328: blitz
3.74514: coyly
3.71404: shock
3.75767: nylon
3.81123: tabby
3.81339: sixth
3.64752: gulch
3.78272: epoxy
3.74384: belly
3.86436: avian
3.80216: spiky
3.76156: bylaw
3.8108: offal
3.77797: curry
3.77711: smoky
3.65529: block
3.70756: blimp
3.78099: unify
3.74816: enemy
3.72397: cabal
3.78575: dandy
3.88726: array
3.71361: snuck
3.71188: width
3.75248: spoon
3.80821: fishy
3.76156: alpha
3.8959: kiosk
3.75551: snoop
3.74989: owing
3.74168: droop
3.84276: sweep
3.63456: clump
3.79093: naval
3.83024: swill
3.83715: skill
3.79914: floss
3.87214: villa
3.76285: milky
3.7879: sully
3.63931: mulch
3.90238: axial
3.8108: fauna
3.75551: whiny
3.64276: punch
3.76156: delve
3.93521: kebab
3.746: wight
3.78359: ninth
3.74125: holly
3.81425: gayly
3.77538: kneed
3.79179: folio
3.6743: flock
3.89719: salsa
3.83499: blurb
3.84924: smash
3.79482: slush
3.73348: fight
3.97063: quirk
3.77624: hedge
3.80907: icily
3.79741: fatty
3.84363: taffy
3.73909: pubic
3.81555: igloo
3.8013: rotor
3.77365: quoth
3.73823: chill
3.8622: karma
3.82289: comma
3.83413: tepee
3.78877: apply
3.80346: furor
3.72959: humid
3.67775: downy
3.80691: wispy
3.79611: murky
3.84795: fewer
3.82462: judge
3.64579: butch
3.82549: vodka
3.81037: hilly
3.71706: winch
3.81512: going
3.81469: caddy
3.74644: filmy
3.70583: finch
3.80605: roomy
3.71231: dingy
3.72484: dying
3.7473: toddy
3.7784: chili
3.75724: pagan
3.85832: crick
3.92095: geese
3.83197: twist
3.87689: radar
3.88207: queen
3.78834: crook
3.72311: dolly
3.68596: glyph
3.77883: beech
3.81382: pupil
3.72959: spunk
3.81771: crock
3.90065: abyss
3.76285: rugby
3.76976: scoop
3.8406: melee
3.76674: swung
3.74428: pinky
3.73434: lucky
3.99438: rajah
3.81771: theft
3.85184: hurry
3.75076: pushy
3.76847: mushy
3.65356: munch
3.80173: wryly
3.8743: awash
3.95378: usurp
3.78488: bushy
3.70324: bough
3.85011: excel
3.68337: flung
3.81123: comic
3.77235: ditty
3.74816: uncut
3.7987: clack
3.74082: outdo
3.72657: flick
3.85227: spasm
3.80864: sunny
3.81512: dwell
3.84276: shyly
3.66652: bunch
3.8095: skimp
3.81857: worry
3.74471: knoll
3.95551: savvy
3.80432: wacky
3.68942: lumpy
3.67603: thump
3.86566: fever
3.76544: brood
3.75248: nutty
3.73607: golly
3.89374: swash
3.70842: flunk
3.82333: penne
3.78834: hitch
3.88164: evoke
3.71836: loopy
3.854: soggy
3.78315: dilly
3.72441: vouch
3.82765: fanny
3.8406: teeth
3.66566: pluck
3.84406: eject
3.7879: groom
3.79914: bevel
3.7676: bawdy
3.85572: juicy
3.79482: proof
3.88942: stiff
3.73391: booty
3.7041: lymph
3.82981: cynic
3.80605: swoon
3.89762: freer
3.77538: polyp
3.71749: photo
3.95205: pixie
3.92181: quell
3.80734: cheek
3.83369: mossy
3.88078: cacao
3.74471: windy
3.82678: belle
3.89114: missy
3.79266: dusky
3.8419: bossy
3.68985: condo
3.854: mambo
3.70583: duchy
3.7905: broom
3.90886: sushi
3.88812: mafia
3.89978: refer
3.95119: khaki
3.69762: comfy
3.85184: rigid
3.92484: jetty
3.77538: outgo
3.88942: visit
3.8514: cabby
3.79482: bitty
3.72052: conch
3.94168: squib
3.84233: happy
3.77495: picky
3.95248: booze
3.81166: husky
3.79395: manga
3.89676: tatty
3.8: tight
3.8635: hippo
3.6933: plumb
3.73909: hunky
3.93521: jelly
3.79654: oddly
3.69849: thumb
3.84752: whisk
3.85443: bezel
3.89978: sniff
3.70842: booth
3.84622: knack
3.82635: paddy
3.87689: geeky
3.75724: clock
3.8: cinch
3.86048: inbox
3.7797: timid
3.81339: billy
3.75335: shuck
3.81253: fjord
3.79525: digit
3.86479: quack
4.00648: verve
3.83283: idyll
4.01728: sassy
3.83974: kitty
3.87084: expel
3.70238: blood
3.77322: couch
3.85529: weedy
3.77667: whack
3.83197: thigh
3.84449: scoff
3.91447: juror
3.7689: folly
3.82894: brook
3.84406: gawky
3.81641: click
3.79525: fungi
3.79698: lowly
3.81857: musky
3.7689: wooly
3.89978: ruddy
3.93089: fugue
3.73002: nymph
3.80907: lobby
3.82246: skull
3.73261: howdy
3.68553: chunk
3.85097: lupus
3.78445: lipid
3.82851: witty
3.8743: skulk
3.88467: tweet
3.8121: vying
3.99266: assay
3.86091: idiom
3.73002: gloom
3.72484: flood
3.84881: willy
3.86177: allay
3.86177: myrrh
3.74125: bulky
3.86566: beefy
3.8743: hussy
3.81469: cliff
3.83931: shook
3.83974: filly
3.8622: unzip
3.85961: furry
3.92268: cocoa
3.83369: forgo
3.85011: undid
3.75853: putty
3.84104: spoof
3.76069: dully
3.94212: nanny
3.81771: wedge
3.8432: spook
3.80648: embed
3.7486: bloom
3.75421: hutch
3.86782: fifty
3.89676: jewel
3.87732: papal
3.94125: swish
3.97149: amass
3.93391: quill
3.72354: pooch
3.85918: fifth
4.05572: ninja
3.88942: emcee
3.82419: civil
3.78747: hunch
3.68985: chump
3.8406: swoop
3.88898: skunk
3.84665: chaff
3.85702: plaza
3.89719: level
3.86782: cubic
3.82981: bosom
3.78143: gully
3.8406: icing
3.90238: check
3.87689: snuff
3.88898: baggy
3.91015: onion
3.88035: stuff
3.79654: wimpy
3.78359: bully
3.79222: pulpy
3.86998: jolly
3.79611: plump
3.87905: hippy
4.04492: sissy
4.02678: maxim
3.93952: slyly
3.79525: tooth
3.7054: dumpy
3.92052: kinky
3.89158: guava
3.90756: quick
3.70713: pudgy
3.74903: gumbo
3.83844: macaw
3.77279: moody
3.77451: goody
3.79482: cluck
3.8851: widow
3.87862: ovoid
3.80821: dodgy
3.77495: mucky
3.80216: knock
3.87041: llama
4.04536: daddy
3.90022: fussy
3.80864: fully
3.84622: hobby
3.83283: funny
3.77322: funky
3.87775: mucus
3.88985: piggy
3.8095: bunny
3.86004: aback
3.92009: gruff
3.89935: chick
3.80778: chock
3.81382: woody
3.91793: gypsy
3.85313: dowdy
3.87171: livid
3.98575: ninny
3.89374: giddy
3.76501: bongo
4.06998: mammy
3.89201: biddy
4.10367: pizza
4.00648: skiff
3.83369: dummy
3.8311: muddy
3.91145: humus
3.92397: booby
3.98272: bobby
3.8622: foggy
3.85529: chuck
4.0095: shush
3.89978: which
3.47905: soare
3.84838: buddy
3.80734: motto
3.81296: goofy
3.94168: poppy
4.07257: queue
3.89849: vigil
3.88294: buggy
3.48251: raile
3.48898: taler
3.85788: guppy
3.98143: puppy
3.48121: raine
3.47819: roate
3.93866: madam
3.89978: boozy
3.49374: orate
3.84881: buxom
4.03283: kayak
3.97624: gamma
3.44752: salet
3.47819: tares
3.47127: taser
3.86177: gummy
3.94298: femme
3.98315: magma
3.80994: whoop
3.83715: bluff
3.44449: reast
3.47991: strae
3.97754: minim
3.97279: fluff
3.49114: saine
3.99266: mummy
3.86998: jumbo
3.48467: artel
3.49935: ratel
3.84363: jumpy
3.99438: mimic
3.51836: oater
3.87819: puffy
3.49676: rates
3.51058: lares
4.02505: dizzy
4.1676: mamma
3.50799: rales
3.5041: laser
3.4527: carse
3.85875: known
3.48251: tears
3.45184: slane
3.51188: arles
3.48294: seral
3.44708: carte
3.85011: humph
3.50238: ariel
3.46048: caret
3.95292: twixt
4.00778: kappa
3.94341: woozy
3.49762: soler
3.51188: urate
3.47862: resat
3.48553: slier
3.49158: teras
3.50324: reals
3.54341: reais
3.49028: tales
3.53693: aesir
3.47214: sorel
3.47948: toile
3.4514: carle
3.45572: torse
3.51015: lears
3.4933: siler
4.02246: fuzzy
3.49244: saice
4.08596: vivid
4.08035: fizzy
3.51836: stoae
4.14816: affix
3.5486: serai
3.48812: coate
3.48726: aline
4.07646: jiffy
3.87127: pygmy
3.46998: earst
3.48985: liane
3.47603: stane
4.054: civic
3.52786: urase
3.51058: nares
3.52829: aeros
3.51965: aster
3.50756: stear
3.50626: anole
4.21641: jazzy
3.48855: paire
3.46393: trone
3.48855: teals
3.48553: scrae
3.97365: whiff
3.49762: toise
3.50454: leats
3.50367: reans
3.49806: arets
3.52009: laers
3.53089: realo
3.52009: nears
3.52527: sayer
3.49201: cares
3.48985: sared
3.49762: anile
3.48207: stire
3.473: trape
3.4838: antre
3.52181: alure
3.52181: maire
3.46825: prate
3.52873: terai
3.48855: setal
3.51404: lores
3.46955: trine
3.49762: laten
3.49978: tries
3.53996: rayle
3.51922: earls
3.54557: ursae
3.50713: tiler
3.48423: roset
3.52181: liter
3.51533: roles
3.49935: litre
3.48812: earnt
3.52138: aloes
3.53218: anise
3.46263: rance
3.47257: reist
3.53175: neral
3.50281: lanes
3.52743: oriel
3.48553: parle
3.49244: tores
3.52527: haole
3.50626: tires
3.49503: liart
3.51274: salue
3.53434: retia
3.51965: oaten
3.50065: sarge
3.52181: riles
3.51836: races
3.53175: orles
3.53045: reoil
3.47948: ronte
3.53737: arsey
3.57495: ayrie
3.50929: earns
3.50713: serin
3.52397: rayne
3.50713: soral
3.48639: taels
3.49719: serac
3.54212: aures
3.52009: irone
3.51361: rotes
3.54298: oiler
3.48423: tared
3.52052: relit
3.50713: senor
3.49892: tolar
3.51836: dares
3.46998: crise
3.45572: slart
3.50842: rathe
3.50022: lacet
3.51879: lacer
3.53521: ramie
3.49806: resit
3.52138: porae
3.48683: nacre
3.52138: nates
3.5162: leans
3.54557: irade
3.51793: deair
3.49158: sitar
3.52743: haler
3.4838: toner
3.50324: seron
3.50713: tesla
3.527: roule
3.48985: marse
3.50108: marle
3.52138: rites
3.48726: caner
3.47905: prase
3.53607: loure
3.527: urite
3.54514: aeons
3.54903: toeas
3.49719: targe
3.51879: sager
3.53823: leirs
3.50281: dater
3.5041: ariot
3.53045: neals
3.53693: hares
3.47516: peart
3.49935: thrae
3.50886: toles
3.46782: corse
3.49028: nitre
3.47905: orant
3.49849: thale
3.61512: uraei
3.50194: rated
3.50065: sarin
3.56112: ayres
3.53002: acres
3.51058: rails
3.54471: lairs
3.53132: arils
3.48898: stile
3.51749: rased
3.54557: solei
3.53996: telia
3.50756: pater
3.53996: orals
3.50583: sated
3.51188: arsed
3.48423: slade
3.53693: laris
3.51533: neats
3.54514: leary
3.51447: rials
3.51836: aired
3.60648: aurei
3.5365: maise
3.53693: liars
3.51965: lotes
3.51404: paise
3.49806: larnt
3.527: antes
3.53261: riels
3.54384: liers
3.51404: loner
3.52873: sayne
3.49762: raits
3.4933: derat
3.50022: taros
3.59352: aiery
3.51577: cates
3.53693: tinea
3.53823: ceria
3.46825: riant
3.52613: taces
3.50194: sabre
3.50454: rotal
3.50151: halse
3.50022: claes
3.47127: loast
3.49762: tiars
3.54428: areic
3.51231: argle
3.57624: ureal
3.52095: morae
3.51706: ramet
3.53521: rimae
3.58877: ureas
3.48467: palet
3.50583: maile
3.57581: osier
3.50454: tuile
3.51102: noter
3.51922: tased
3.50065: arled
3.54428: pareo
3.53477: oared
3.54557: lyase
3.50972: toras
3.56976: years
3.5054: ratos
3.50972: rones
3.51404: tiles
3.53045: gater
3.51274: armet
3.51749: rines
3.53348: gares
3.48294: clote
3.50065: cries
3.53434: nerol
3.55076: liras
3.53434: resto
3.52397: lader
3.51836: pares
3.52484: potae
3.51749: stade
3.58359: isnae
3.47343: trans
3.50324: tarsi
3.52311: tiers
3.5149: terns
3.52657: mater
3.59741: ourie
3.51577: spaer
3.51533: segar
3.51274: niter
3.51404: saber
3.49244: triol
3.52268: noser
3.52009: dears
3.50454: paren
3.51533: recal
3.51749: roans
3.50799: stela
3.49028: socle
3.53218: dates
3.53348: laces
3.48769: toran
3.54773: tenia
3.57451: louie
3.56285: resay
3.49201: ceorl
3.5162: teils
3.48035: tarns
3.48812: prole
3.51145: artis
3.53693: eorls
3.51102: saned
3.52743: telos
3.5041: silen
3.51533: frate
3.49978: brane
3.51145: airts
3.50886: alder
3.51749: rotas
3.49935: sorta
3.51231: petar
3.51577: farse
3.53607: recta
3.5257: reins
3.48898: drole
3.53952: hears
3.5378: outre
3.51188: canes
3.53521: lites
3.50886: cires
3.51317: rains
3.51577: lated
3.54168: rages
3.54557: nerts
3.53434: rents
3.53305: mares
3.5257: wrate
3.53348: rapes
3.52959: reads
3.5067: hanse
3.52095: elain
3.52829: seric
3.53175: moire
3.53866: renos
3.53218: farle
3.49762: thane
3.53823: maser
3.53607: tsade
3.55896: sieur
3.55551: slyer
3.46652: crine
3.56242: teloi
3.51361: losen
3.57149: aruhe
3.51879: ranis
3.53089: apter
3.50842: tones
3.52743: elans
3.52441: stean
3.53564: naris
3.58661: yates
3.52743: astir
3.49849: dearn
3.49114: tride
3.55637: togae
3.54946: hales
3.48683: cadre
3.50929: citer
3.55896: aimer
3.50238: daine
3.45918: roist
3.52527: loran
3.48812: dorse
3.5257: dales
3.54125: lased
3.52743: aloed
3.50108: trona
3.51188: crena
3.5257: cosie
3.52527: trues
3.51922: taber
3.53434: larns
3.55896: lutea
3.50238: lirot
3.50799: diane
3.52527: locie
3.54773: lades
3.54989: erica
3.50583: rants
3.50238: sired
3.49287: cores
3.5365: braes
3.53305: baser
3.55983: ocrea
3.5054: ancle
3.52484: noles
3.54687: lamer
3.58359: yales
3.54298: istle
3.49546: rotan
3.53564: bares
3.53737: luter
3.47559: clart
3.52441: apert
3.58834: vaire
3.53866: ulnae
3.5581: abore
3.52009: arpen
3.58056: urena
3.50626: salep
3.49503: starn
3.51274: pears
3.53909: roues
3.56631: waite
3.50583: coset
3.48769: spale
3.49546: trode
3.49935: thole
3.50497: salto
3.5378: toyer
3.48164: crape
3.48812: tails
3.53477: teads
3.51274: samel
3.52657: shier
3.5257: blaer
3.54557: eards
3.57754: perai
3.54773: acers
3.49806: sored
3.54687: apres
3.49849: denar
3.49546: spate
3.53391: gears
3.55508: renay
3.50713: blate
3.5473: lures
3.56587: luser
3.4959: cared
3.54471: soyle
3.49892: coste
3.49978: prise
3.52527: airns
3.51447: sture
3.51447: paten
3.49935: lande
3.52829: rices
3.51577: tapen
3.51577: seton
3.53391: maerl
3.52657: reaps
3.54168: manet
3.52311: satem
3.51015: pilae
3.5054: sable
3.52311: stria
3.55853: rules
3.52397: recit
3.50324: throe
3.53909: notes
3.58575: urial
3.51836: sider
3.58315: aides
3.56328: aunes
3.53045: touse
3.55594: royne
3.58315: tawie
3.5486: styre
3.4743: alist
3.527: olent
3.50886: manse
3.59222: urali
3.57797: afore
3.54298: loirs
3.527: roils
3.52052: solde
3.55464: loris
3.54644: enrol
3.54989: hoise
3.56285: saker
3.57322: tyler
3.53348: lines
3.546: heals
3.52613: cesta
3.52268: tuner
3.56156: paseo
3.50281: coles
3.49503: spane
3.55551: sawer
3.51317: ceros
3.5257: feart
3.53952: lento
3.52613: shoer
3.54384: amole
3.48812: sonce
3.55896: gates
3.51836: ailed
3.58661: uraos
3.52484: rhone
3.52397: deals
3.52441: sarod
3.51317: tolas
3.56285: escar
3.51102: taroc
3.54773: oread
3.52397: steil
3.49201: conte
3.52225: mitre
3.53607: curie
3.56501: psoae
3.50022: crame
3.53089: tapes
3.51965: tolan
3.54816: acnes
3.53348: pales
3.52311: selah
3.5486: lenos
3.50194: chare
3.56717: riley
3.48553: rosit
3.53089: pates
3.54816: reams
3.52916: coure
3.51447: trois
3.52138: certs
3.56069: rheas
3.48985: cruet
3.55551: sware
3.50497: trios
3.55853: fares
3.55724: trave
3.51879: soled
3.55119: hates
3.53952: namer
3.5594: tawer
3.51404: triac
3.52484: dries
3.54989: repla
3.55248: lepra
3.55724: asper
3.55162: aglet
3.53564: rache
3.52009: brise
3.53693: urent
3.50108: clies
3.49719: tired
3.5365: loipe
3.56242: retag
3.54557: tames
3.51793: crias
3.60043: hayer
3.59093: eyras
3.50929: loans
3.51793: grise
3.5067: cruse
3.64449: zaire
3.51663: tines
3.53521: samen
3.57019: inure
3.5365: moile
3.54816: intel
3.53261: cotes
3.56328: yores
3.49114: neist
3.53045: lotas
3.55508: mates
3.5581: redia
3.55076: saree
3.57883: pareu
3.546: terga
3.5365: gales
3.52829: sural
3.54212: hires
3.53909: taupe
3.51879: tepal
3.52484: cadie
3.55594: tyres
3.55767: ranke
3.47214: drant
3.50497: blase
3.54946: recto
3.51836: gorse
3.53866: syren
3.54341: leads
3.51058: morse
3.53909: rouen
3.55637: hared
3.51188: sceat
3.50238: solan
3.50194: claro
3.56847: hause
3.51404: smore
3.5378: leany
3.5257: rhine
3.52829: arnut
3.55464: yrent
3.58099: kiore
3.53952: bears
3.52268: raced
3.58445: hoaed
3.52613: toled
3.5257: birle
3.50108: sloan
3.53218: presa
3.54514: hoser
3.55464: trema
3.52613: birse
3.5486: cased
3.51965: lunet
3.54212: arish
3.56156: lairy
3.59654: amies
3.55205: noule
3.56544: walie
3.546: rhies
3.49935: heast
3.49978: drail
3.62678: oaker
3.54341: males
3.5473: olpae
3.52181: shiel
3.51058: riots
3.57754: lyres
3.52959: panes
3.53996: noels
3.52354: naled
3.54903: cager
3.52354: lotsa
3.55335: sewar
3.52268: poler
3.51793: redan
3.50583: drest
3.55421: etnas
3.51447: tiros
3.56328: oners
3.53175: deans
3.56199: paeon
3.50756: teins
3.49806: carls
3.51317: santo
3.52354: pacer
3.48898: surat
3.50929: toper
3.60389: laker
3.58229: yeans
3.54687: goier
3.62289: soave
3.54471: lyart
3.56717: recti
3.52527: morel
3.51706: arced
3.55076: tabes
3.53175: hosel
3.57624: latke
3.50929: tirls
3.57279: wares
3.52441: phare
3.50583: curet
3.55032: trays
3.53002: pries
3.52354: rosed
3.54644: lenis
3.52268: doser
3.55594: hilar
3.53348: notal
3.51447: rotis
3.52743: rotls
3.56026: lames
3.51577: dores
3.48121: cline
3.53952: pilea
3.5486: raphe
3.51447: padre
3.56933: waler
3.51015: roted
3.51404: doter
3.53218: telco
3.53002: alecs
3.5054: carts
3.55162: heirs
3.56026: geats
3.50324: sidle
3.57149: urnal
3.57063: ulnar
3.52829: spier
3.55508: bates
3.62246: kaies
3.56501: hairs
3.49676: scart
3.56674: cades
3.54341: repot
3.51836: torsi
3.61771: atoke
3.53477: belar
3.52613: peals
3.53132: soger
3.49633: piler
3.60173: aerie
3.56371: lenti
3.52959: peats
3.52181: senti
3.53348: nites
3.55076: trike
3.57711: estro
3.51836: blore
3.53132: anted
3.55292: abler
3.49244: clade
3.52441: cabre
3.52354: altos
3.51317: brose
3.52657: laird
3.55162: troke
3.58963: rakes
3.50756: scrat
3.53564: neath
3.58143: lawer
3.54039: acred
3.55162: reate
3.52009: morne
3.54384: tawse
3.54428: sadhe
3.53909: erics
3.54212: runes
3.54946: ablet
3.55292: daris
3.55248: horal
3.54125: blear
3.5067: siled
3.55508: seare
3.54773: manes
3.53823: loper
